Rk,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
983,26,88,361,341,32,91,12,0,11,47,17,2,57,0,0,3,17,0,0,0.267,0.299,0.399,0.698,*2/D
984,24,7,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,/*1
985,27,104,376,346,45,78,21,1,18,40,29,2,124,1,0,0,1,4,0,0.225,0.287,0.448,0.735,*8H/D
986,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
987,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
988,22,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,/*1
989,23,11,30,29,4,7,1,1,0,9,1,0,8,0,0,0,2,0,0,0.241,0.267,0.345,0.611,/*2H
990,30,58,189,174,18,35,9,0,7,27,10,0,64,1,2,2,2,1,1,0.201,0.246,0.374,0.62,*2/H
991,27,109,396,363,53,96,16,7,12,54,28,0,63,1,0,3,3,1,1,0.264,0.316,0.446,0.763,*9/H8
992,29,42,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,*1
993,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
994,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
995,30,29,78,69,5,16,5,0,3,13,6,0,32,0,0,3,0,1,0,0.232,0.282,0.435,0.717,H9D/7
996,24,153,683,613,111,176,39,6,21,83,58,2,104,5,2,5,11,17,3,0.287,0.351,0.473,0.824,*54/H
997,26,151,626,601,71,184,13,7,2,28,13,1,49,4,7,1,11,49,8,0.306,0.325,0.361,0.686,*8H
998,31,143,655,610,94,175,33,4,9,51,38,1,73,1,2,4,4,30,2,0.287,0.328,0.398,0.726,*6/H
999,30,130,433,378,47,74,9,0,22,45,47,3,122,3,1,4,8,5,1,0.196,0.287,0.394,0.681,*35H/9
1000,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1001,26,26,11,11,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,*1
1002,30,13,17,16,2,5,0,0,0,1,1,0,3,0,0,0,0,5,0,0.313,0.353,0.313,0.665,/*H98D
1003,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1004,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/H
1005,33,131,521,492,54,138,30,8,4,54,23,3,93,1,0,5,19,17,9,0.28,0.311,0.398,0.709,*9D/H
1006,30,103,329,294,27,74,18,1,11,44,27,3,76,3,3,2,6,0,0,0.252,0.319,0.432,0.751,*2H/3
1007,26,4,8,7,1,4,2,0,1,3,1,0,0,0,0,0,0,0,0,0.571,0.625,1.286,1.911,/*5*HD
1008,24,140,616,524,89,150,28,1,32,78,73,7,116,15,0,4,8,5,4,0.286,0.386,0.527,0.913,*3
1009,24,16,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.5,0.75,*1
1010,27,31,70,58,1,7,0,0,0,0,1,0,21,0,11,0,1,0,0,0.121,0.136,0.121,0.256,*1
1011,36,91,348,317,40,75,16,4,5,21,28,1,53,1,1,1,9,7,4,0.237,0.3,0.36,0.659,*4/H
1012,33,8,22,19,1,2,0,0,0,0,3,0,7,0,0,0,2,0,0,0.105,0.227,0.105,0.333,/*5H
1013,28,70,197,177,23,48,9,1,0,21,17,0,28,0,2,1,3,6,4,0.271,0.333,0.333,0.667,789H/D4
1014,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1015,29,9,10,9,3,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0.333,0.4,0.333,0.733,/*H3
1016,29,47,66,60,3,9,1,1,0,4,6,0,10,0,0,0,3,0,1,0.15,0.227,0.2,0.427,*H9/78
1017,37,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1018,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1019,32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1020,30,7,14,12,2,2,0,0,0,1,1,0,5,0,1,0,0,0,0,0.167,0.231,0.167,0.397,/H54D6
1021,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1022,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1023,29,96,259,237,30,50,13,3,12,41,10,0,66,6,3,3,3,2,1,0.211,0.258,0.443,0.701,H4D37/596
1024,35,6,8,8,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,/*1
1025,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1026,21,11,29,27,3,6,0,0,0,2,1,0,12,1,0,0,0,0,1,0.222,0.276,0.222,0.498,/9H78
1027,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1028,28,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
1029,26,8,10,9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.111,0.2,0.222,0.422,/*3*H
1030,25,85,162,149,16,27,3,0,1,9,10,1,28,2,1,0,5,0,0,0.181,0.242,0.221,0.464,*65/H47
1031,35,138,609,538,78,131,22,4,17,55,64,2,100,1,3,3,6,28,6,0.243,0.323,0.394,0.717,*6/HD
1032,28,15,23,21,2,1,1,0,0,3,2,0,8,0,0,0,1,0,0,0.048,0.13,0.095,0.226,*H/935
1033,25,72,190,177,19,34,6,2,3,11,4,0,48,6,2,1,5,0,4,0.192,0.234,0.299,0.533,*9HD7
1034,28,94,273,251,30,57,6,0,2,12,18,0,60,0,4,0,5,12,2,0.227,0.279,0.275,0.554,*64/H1D
1035,25,7,13,13,2,3,1,0,0,1,0,0,4,0,0,0,0,0,0,0.231,0.231,0.308,0.538,/2HD3
1036,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1037,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1038,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1039,31,56,181,164,20,43,7,0,4,19,13,0,42,3,0,0,5,4,2,0.262,0.328,0.378,0.706,*3/H54D6
1040,25,106,410,382,46,102,25,0,13,54,23,5,70,0,0,5,17,1,0,0.267,0.305,0.435,0.739,*2/H3
1041,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1042,24,72,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
1043,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1044,33,83,219,202,15,51,8,0,2,15,15,0,44,1,0,1,3,0,0,0.252,0.306,0.322,0.628,7H9
1045,37,50,171,152,16,28,7,0,7,15,16,1,58,0,2,1,1,0,1,0.184,0.26,0.368,0.629,*2
1046,25,27,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,*1
1047,27,32,63,56,6,10,1,0,0,3,3,0,22,1,2,1,0,0,0,0.179,0.23,0.196,0.426,*1/H
1048,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1049,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1050,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1051,31,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*1
1052,24,28,109,105,11,31,7,0,2,14,2,0,18,2,0,0,6,1,0,0.295,0.321,0.419,0.74,*7/3D5
1053,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1054,27,52,117,102,13,24,8,0,3,8,8,0,32,4,1,2,2,0,0,0.235,0.31,0.402,0.712,H37/5
1055,32,81,250,224,29,63,13,1,6,28,18,0,70,3,1,4,2,2,4,0.281,0.337,0.429,0.766,9H87
1056,35,110,445,381,43,96,25,1,6,31,46,1,60,12,1,5,11,4,2,0.252,0.347,0.37,0.717,*2/H
1057,25,18,64,60,4,11,4,0,0,6,4,0,20,0,0,0,5,0,0,0.183,0.234,0.25,0.484,*2
1058,27,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*1
1059,28,66,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
1060,25,105,342,309,44,83,16,7,4,33,20,0,83,6,5,2,6,2,3,0.269,0.323,0.405,0.728,*6H4/5
1061,32,49,124,114,5,19,4,0,0,8,4,0,30,3,1,2,2,0,2,0.167,0.211,0.202,0.413,*64/H35D
1062,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1063,27,26,56,47,4,7,2,0,0,2,1,0,17,0,8,0,0,0,0,0.149,0.167,0.191,0.358,*1
1064,28,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1065,33,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/*1
1066,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1067,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1068,24,20,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
1069,25,26,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
1070,29,114,435,373,43,82,20,0,11,44,55,4,143,2,0,5,11,0,1,0.22,0.32,0.362,0.681,*2H/D
1071,29,33,38,34,3,6,3,0,0,3,0,0,10,0,2,2,1,0,0,0.176,0.167,0.265,0.431,*1
1072,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1073,30,22,5,5,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0.2,0.2,0.4,0.6,*1
1074,22,28,104,100,6,25,5,0,0,5,3,0,25,0,0,1,1,1,1,0.25,0.269,0.3,0.569,*4/6H
1075,30,123,290,262,31,60,18,1,7,33,23,0,58,2,0,3,6,2,0,0.229,0.293,0.385,0.679,*3H/D9
1076,24,66,177,163,8,32,8,0,3,28,8,1,55,2,0,4,2,0,1,0.196,0.237,0.301,0.538,*2H/3
1077,26,26,80,75,3,20,1,0,2,13,3,0,28,1,0,1,0,0,0,0.267,0.3,0.36,0.66,*2/HD
1078,27,157,638,588,68,164,26,3,16,73,39,6,85,4,0,7,16,0,0,0.279,0.324,0.415,0.739,*5/HD
1079,26,12,22,21,1,4,0,0,1,4,0,0,6,1,0,0,2,0,0,0.19,0.227,0.333,0.561,/*H*D
1080,28,152,660,541,68,125,25,0,27,85,113,5,124,3,0,3,13,5,2,0.231,0.365,0.427,0.792,*35D2/H
1081,23,101,430,405,70,129,27,7,7,40,19,0,98,3,2,1,3,20,4,0.319,0.353,0.472,0.824,*86/HD
1082,21,6,18,17,1,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0.056,0,0.056,/*79H
1083,31,31,73,63,7,7,1,0,0,1,2,0,28,0,8,0,1,0,0,0.111,0.138,0.127,0.265,*1
1084,26,30,5,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0.25,0.25,0.5,*1
1085,34,75,214,179,20,44,8,0,2,17,24,0,38,3,7,1,1,2,1,0.246,0.343,0.324,0.667,564H/7
1086,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/HD
1087,21,43,125,115,12,30,6,0,0,8,5,0,21,2,3,0,5,5,1,0.261,0.303,0.313,0.616,46/5HD
1088,29,25,43,35,2,3,2,0,0,3,6,0,14,2,0,0,2,0,0,0.086,0.256,0.143,0.399,*H/35
1089,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1090,27,78,263,231,38,63,11,3,8,34,26,1,59,0,2,4,2,4,5,0.273,0.341,0.45,0.791,*98/HD7
1091,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1092,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1093,27,104,240,210,26,50,9,1,1,15,22,1,48,0,8,0,1,30,7,0.238,0.31,0.305,0.615,7H8/9D
1094,27,65,136,116,13,21,9,1,0,8,15,3,27,1,3,1,0,2,1,0.181,0.278,0.276,0.554,H798
1095,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1096,29,33,4,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,*1
1097,30,122,383,353,32,69,11,4,7,37,20,0,84,4,0,6,6,4,5,0.195,0.243,0.309,0.552,*9H/78D
1098,28,61,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
1099,25,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
1100,22,137,481,455,48,95,18,0,16,45,13,0,122,8,5,0,12,2,0,0.209,0.244,0.354,0.598,*45/H
1101,28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*1
1102,34,83,271,247,22,58,12,0,2,22,18,0,50,1,3,2,3,2,1,0.235,0.287,0.308,0.595,7H49/81
1103,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1104,26,9,18,15,0,3,1,0,0,2,2,0,7,1,0,0,0,0,0,0.2,0.333,0.267,0.6,/*3*H
1105,38,5,13,11,1,1,0,0,0,0,1,0,3,0,1,0,1,0,0,0.091,0.167,0.091,0.258,/*4H
1106,26,159,654,590,71,158,27,4,25,96,52,3,118,8,1,3,12,7,5,0.268,0.334,0.454,0.788,*5/HD
1107,24,146,557,513,61,126,14,6,5,31,28,5,70,4,10,2,13,20,9,0.246,0.289,0.326,0.614,*6/H
1108,28,17,21,16,1,3,0,0,0,0,3,0,4,0,2,0,0,0,1,0.188,0.316,0.188,0.503,/465H
1109,23,64,255,231,30,54,10,2,6,28,21,0,70,1,2,0,6,3,0,0.234,0.3,0.372,0.673,*54/H6D
1110,26,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1111,32,34,7,7,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0.286,0.286,0.429,0.714,*1
1112,27,27,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
1113,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1114,27,38,114,110,12,16,1,0,2,9,3,1,12,0,1,0,1,2,0,0.145,0.168,0.209,0.377,*7H/9D
1115,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1116,25,96,170,161,22,37,8,2,2,9,8,0,43,0,0,1,1,3,1,0.23,0.265,0.342,0.606,*9H/7D8
1117,24,146,576,540,44,132,18,4,7,46,32,4,60,0,2,2,25,4,5,0.244,0.286,0.331,0.617,*6/H
1118,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1119,33,32,67,59,2,7,3,0,0,2,1,0,21,0,7,0,0,0,0,0.119,0.133,0.169,0.303,*1
1120,22,95,362,310,42,52,13,0,13,44,50,1,134,1,0,1,4,2,3,0.168,0.285,0.335,0.62,*3/H
1121,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/79
1122,31,112,381,347,35,81,19,4,5,27,33,0,76,0,0,1,10,6,1,0.233,0.299,0.354,0.654,798H
1123,29,6,16,16,3,5,2,0,0,4,0,0,8,0,0,0,0,0,0,0.313,0.313,0.438,0.75,/*53
1124,22,18,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
1125,30,17,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
1126,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1127,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1128,30,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1129,31,136,521,443,55,118,31,5,12,48,69,3,87,4,0,4,9,1,1,0.266,0.367,0.44,0.807,*79H/D
1130,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1131,27,80,276,248,28,50,13,0,7,30,24,0,66,2,0,2,8,0,1,0.202,0.275,0.339,0.614,*3/H
1132,25,24,92,86,12,30,5,0,3,12,3,0,24,3,0,0,1,0,0,0.349,0.391,0.512,0.903,*7/9DH
1133,25,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
1134,26,140,359,322,37,85,15,1,13,38,34,2,67,2,1,0,10,1,1,0.264,0.338,0.438,0.776,9H7/1D
1135,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1136,32,10,34,30,3,5,1,0,2,3,4,0,10,0,0,0,1,0,0,0.167,0.265,0.4,0.665,*3/H
1137,28,117,329,291,38,65,10,0,1,22,31,0,37,1,4,2,6,11,4,0.223,0.298,0.268,0.567,*46H/D
1138,26,111,340,310,26,78,11,1,3,28,19,0,61,3,7,1,5,1,2,0.252,0.3,0.323,0.623,*4H/65
1139,26,131,535,469,56,122,19,1,10,48,53,1,58,4,3,6,13,0,1,0.26,0.336,0.369,0.705,*54/67H
1140,22,24,97,89,11,26,8,1,5,20,6,0,24,0,0,2,3,1,0,0.292,0.33,0.573,0.903,*9
1141,26,8,7,6,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,/*2H
1142,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1143,38,67,238,226,22,50,15,0,6,23,6,1,71,2,0,4,3,1,0,0.221,0.244,0.367,0.611,9D7/H
1144,34,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1145,31,24,87,80,8,20,6,0,1,11,6,0,19,0,1,0,6,0,0,0.25,0.302,0.363,0.665,*2
1146,25,21,31,30,1,3,1,0,0,1,0,0,8,0,0,1,2,1,0,0.1,0.097,0.133,0.23,*H/35D
1147,25,21,26,23,2,3,0,0,2,2,3,0,7,0,0,0,1,0,0,0.13,0.231,0.391,0.622,H/978
1148,30,147,668,610,94,184,39,8,5,37,50,1,65,2,3,3,6,31,7,0.302,0.355,0.416,0.771,*8
1149,23,20,65,62,7,18,2,1,2,9,2,0,14,0,1,0,1,4,2,0.29,0.313,0.452,0.764,/5H74
1150,24,78,345,295,45,68,8,1,20,51,39,4,114,9,0,2,4,5,2,0.231,0.336,0.468,0.804,*9/8D
1151,24,6,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.4,0.6,/*1
1152,30,49,8,7,0,2,1,0,0,0,0,0,4,0,1,0,0,0,0,0.286,0.286,0.429,0.714,*1
1153,24,145,638,539,89,155,31,1,37,105,94,24,170,3,0,2,16,13,1,0.288,0.395,0.555,0.95,*9/DH
1154,23,7,20,20,2,7,2,0,0,4,0,0,6,0,0,0,0,0,0,0.35,0.35,0.45,0.8,/*2H
1155,32,44,8,7,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.143,0.143,0.143,0.286,*1
1156,32,49,154,136,9,40,5,0,0,10,12,2,27,3,2,1,2,0,1,0.294,0.362,0.331,0.693,*2/H
1157,29,24,72,68,8,12,2,3,2,7,3,0,31,1,0,0,1,1,0,0.176,0.222,0.382,0.605,*5/3HD
1158,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1159,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1160,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1161,25,14,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0,0.5,*1
1162,25,34,76,60,3,6,1,0,0,3,7,0,26,0,9,0,1,0,0,0.1,0.194,0.117,0.311,*1
1163,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1164,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1165,23,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/HD
1166,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1167,29,132,424,388,67,112,22,4,15,43,30,1,136,1,2,3,4,20,3,0.289,0.339,0.482,0.821,*8H
1168,34,32,53,48,1,4,1,0,0,1,1,0,18,0,4,0,1,0,0,0.083,0.102,0.104,0.206,*1
1169,22,85,277,244,33,59,9,1,4,23,22,1,67,5,5,1,3,3,2,0.242,0.316,0.336,0.652,*6/H5D
1170,26,21,64,61,4,13,2,0,0,5,0,0,17,0,3,0,0,0,0,0.213,0.213,0.246,0.459,*2
1171,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1172,24,35,95,88,13,24,8,0,3,19,7,0,28,0,0,0,0,0,0,0.273,0.326,0.466,0.792,*2/H
1173,40,143,385,359,42,102,13,2,1,22,21,1,68,1,2,2,3,15,3,0.284,0.324,0.34,0.664,*9H/78D
1174,30,131,503,452,37,130,34,0,3,61,34,0,46,9,1,7,9,0,1,0.288,0.345,0.383,0.727,*2H/D
1175,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1176,29,77,226,207,22,52,9,0,3,20,15,2,33,1,2,1,4,0,0,0.251,0.304,0.338,0.642,8H97/D
1177,33,97,401,360,33,75,20,0,8,42,36,0,111,0,1,4,7,0,0,0.208,0.278,0.331,0.608,*3D/H97
1178,24,33,66,62,6,14,2,0,2,5,4,0,11,0,0,0,1,0,0,0.226,0.273,0.355,0.628,9H/87D
1179,25,80,186,174,14,49,5,2,0,17,7,0,26,2,1,2,12,1,2,0.282,0.314,0.333,0.647,*H97/8D
1180,25,20,9,9,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.111,0.111,0.111,0.222,*1
1181,22,80,248,234,18,56,8,0,3,22,12,0,37,1,0,1,10,0,1,0.239,0.278,0.312,0.59,*9H/8
1182,23,47,151,136,16,39,8,0,0,9,11,0,39,2,1,1,3,5,2,0.287,0.347,0.346,0.692,*6/H
1183,28,11,33,28,3,7,1,0,0,0,5,0,9,0,0,0,0,0,0,0.25,0.364,0.286,0.649,/*7HD
1184,23,17,43,39,5,8,3,0,1,5,3,0,17,1,0,0,1,0,2,0.205,0.279,0.359,0.638,*8/9H
1185,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1186,30,9,30,28,1,4,0,0,1,5,2,0,7,0,0,0,1,0,0,0.143,0.2,0.25,0.45,/*2
1187,23,33,76,66,1,7,1,0,0,6,1,0,21,1,8,0,1,0,0,0.106,0.132,0.121,0.254,*1
1188,34,123,508,440,56,95,14,0,22,62,58,3,109,6,0,4,13,1,1,0.216,0.313,0.398,0.711,*3/DH
1189,24,119,419,355,30,84,11,0,5,34,50,11,73,8,4,2,8,1,2,0.237,0.342,0.31,0.652,*6H
1190,23,18,71,68,7,17,2,0,0,8,1,0,10,1,1,0,2,0,0,0.25,0.271,0.279,0.551,*2/D
1191,25,23,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
1192,25,9,11,10,1,3,2,0,0,2,0,0,3,1,0,0,0,0,0,0.3,0.364,0.5,0.864,/*H39
1193,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1194,33,70,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
1195,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1196,27,57,150,133,11,33,4,0,0,7,14,0,25,0,3,0,4,0,3,0.248,0.32,0.278,0.598,*2/HD
1197,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1198,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1199,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1200,25,27,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,*1
1201,37,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1202,26,34,5,4,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,*1
1203,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1204,30,109,189,170,21,43,7,2,3,16,12,0,49,2,4,1,3,3,1,0.253,0.308,0.371,0.679,*4H5/9617D
1205,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/HD
1206,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1207,26,70,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
1208,31,73,7,5,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,*1
1209,22,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*6*H
1210,26,15,15,12,0,1,0,0,0,0,1,0,8,0,2,0,0,0,0,0.083,0.154,0.083,0.237,*1
1211,24,12,16,15,3,2,0,0,1,1,1,0,5,0,0,0,0,0,0,0.133,0.188,0.333,0.521,*6/H
1212,23,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,/*1
1213,22,157,705,602,115,173,39,9,36,111,83,6,184,10,0,10,6,16,2,0.287,0.377,0.561,0.939,*8/D
1214,28,88,362,328,37,77,15,1,14,61,28,3,89,1,0,5,8,2,3,0.235,0.293,0.415,0.707,37/HD
1215,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
1216,29,91,375,315,71,107,18,1,21,52,50,4,57,5,0,5,4,1,1,0.34,0.432,0.603,1.035,*6/H
1217,23,28,29,23,1,4,2,0,0,0,1,0,12,0,5,0,0,0,0,0.174,0.208,0.261,0.469,*1
1218,29,109,322,288,46,98,21,1,7,43,28,1,58,4,0,2,6,6,1,0.34,0.404,0.493,0.897,*5H64/3
1219,39,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
1220,34,52,157,141,14,21,3,0,2,10,11,0,46,4,0,1,3,0,0,0.149,0.229,0.213,0.442,*4H
1221,26,154,641,566,77,153,34,2,29,102,60,1,171,6,0,8,10,8,4,0.27,0.342,0.491,0.833,*7/HD
1222,29,141,582,519,67,108,19,5,12,35,57,5,173,1,3,2,6,20,7,0.208,0.287,0.333,0.62,*8/H
1223,35,103,404,386,36,120,23,0,9,54,15,2,77,1,0,2,15,0,1,0.311,0.337,0.44,0.777,*5/H
1224,35,155,664,589,74,159,36,6,11,78,53,12,85,13,0,9,8,10,1,0.27,0.339,0.407,0.746,*4/H3D
1225,28,44,131,121,10,28,4,0,3,13,7,1,35,2,0,1,5,1,0,0.231,0.282,0.339,0.621,34H/56
